dzien,Pięcioksiąg i historyczne,Prorocy,Mądrościowe,Psalm,Ewangelie i Dzieje,Listy i Apokalipsa,znaki,linki
350,1 Sm 31; 2 Sm 1,Ez 2,,,,,6250,https://biblia.deon.pl/otworz.php?skrot=1%20Sm%2031 https://biblia.deon.pl/otworz.php?skrot=2%20Sm%201 https://biblia.deon.pl/otworz.php?skrot=Ez%202
351,2 Sm 2,,,,,1 Tes 3,5843,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%202 https://biblia.deon.pl/otworz.php?skrot=1%20Tes%203
352,2 Sm 3,,,Ps 78,,,11201,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%203 https://biblia.deon.pl/otworz.php?skrot=Ps%2078
353,2 Sm 4,,Mdr 4,,Łk 16,,7912,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%204 https://biblia.deon.pl/otworz.php?skrot=Mdr%204 https://biblia.deon.pl/otworz.php?skrot=%A3k%2016
354,2 Sm 5,Ez 3,,,,,6826,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%205 https://biblia.deon.pl/otworz.php?skrot=Ez%203
355,2 Sm 6,,,,,1 Tes 4,5224,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%206 https://biblia.deon.pl/otworz.php?skrot=1%20Tes%204
356,,Ez 4,Mdr 5,,,,4919,https://biblia.deon.pl/otworz.php?skrot=Ez%204 https://biblia.deon.pl/otworz.php?skrot=Mdr%205
357,2 Sm 7,,,Ps 79,,,5235,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%207 https://biblia.deon.pl/otworz.php?skrot=Ps%2079
358,,,,,Łk 17,1 Tes 5,5857,https://biblia.deon.pl/otworz.php?skrot=%A3k%2017 https://biblia.deon.pl/otworz.php?skrot=1%20Tes%205
359,2 Sm 8-9,Ez 5,,,,,7010,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%208 https://biblia.deon.pl/otworz.php?skrot=2%20Sm%209 https://biblia.deon.pl/otworz.php?skrot=Ez%205
360,2 Sm 10,Ez 6,Mdr 6,,,,7434,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%2010 https://biblia.deon.pl/otworz.php?skrot=Ez%206 https://biblia.deon.pl/otworz.php?skrot=Mdr%206
361,2 Sm 11,,,Ps 80,,,5699,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%2011 https://biblia.deon.pl/otworz.php?skrot=Ps%2080
362,,Ez 7,,,,2 Tes 1,5053,https://biblia.deon.pl/otworz.php?skrot=Ez%207 https://biblia.deon.pl/otworz.php?skrot=2%20Tes%201
363,2 Sm 12,,,,Łk 18,,8886,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%2012 https://biblia.deon.pl/otworz.php?skrot=%A3k%2018
364,2 Sm 13,,,,,,5894,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%2013
365,,,,Ps 81,,2 Tes 2,3383,https://biblia.deon.pl/otworz.php?skrot=Ps%2081 https://biblia.deon.pl/otworz.php?skrot=2%20Tes%202
366,,Ez 8,Mdr 7,,,,6222,https://biblia.deon.pl/otworz.php?skrot=Ez%208 https://biblia.deon.pl/otworz.php?skrot=Mdr%207
367,2 Sm 14,Ez 9,,,,,7030,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%2014 https://biblia.deon.pl/otworz.php?skrot=Ez%209
368,2 Sm 15,,,,,2 Tes 3,7178,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%2015 https://biblia.deon.pl/otworz.php?skrot=2%20Tes%203
369,,,,Ps 82,Łk 19,,5482,https://biblia.deon.pl/otworz.php?skrot=Ps%2082 https://biblia.deon.pl/otworz.php?skrot=%A3k%2019
370,2 Sm 16,Ez 10,,,,,6426,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%2016 https://biblia.deon.pl/otworz.php?skrot=Ez%2010
371,2 Sm 17,,Mdr 8,,,,6990,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%2017 https://biblia.deon.pl/otworz.php?skrot=Mdr%208
372,,Ez 11,,,,1 Tm 1,5810,https://biblia.deon.pl/otworz.php?skrot=Ez%2011 https://biblia.deon.pl/otworz.php?skrot=1%20Tm%201
373,2 Sm 18,Ez 12,,,,,8799,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%2018 https://biblia.deon.pl/otworz.php?skrot=Ez%2012
374,2 Sm 19,,,,,,7006,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%2019
375,,,,,Łk 20,,4571,https://biblia.deon.pl/otworz.php?skrot=%A3k%2020
376,,,Mdr 9,Ps 83,,1 Tm 2,4772,https://biblia.deon.pl/otworz.php?skrot=Mdr%209 https://biblia.deon.pl/otworz.php?skrot=Ps%2083 https://biblia.deon.pl/otworz.php?skrot=1%20Tm%202
377,2 Sm 20-21,,,,,,7765,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%2020 https://biblia.deon.pl/otworz.php?skrot=2%20Sm%2021
378,,Ez 13,Mdr 10,,,,5758,https://biblia.deon.pl/otworz.php?skrot=Ez%2013 https://biblia.deon.pl/otworz.php?skrot=Mdr%2010
379,2 Sm 22,,,,,1 Tm 3,5790,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%2022 https://biblia.deon.pl/otworz.php?skrot=1%20Tm%203
380,2 Sm 23,,,Ps 84,,,5152,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%2023 https://biblia.deon.pl/otworz.php?skrot=Ps%2084
381,,Ez 14,,,,1 Tm 4,5368,https://biblia.deon.pl/otworz.php?skrot=Ez%2014 https://biblia.deon.pl/otworz.php?skrot=1%20Tm%204
382,,,,,Łk 21,,3985,https://biblia.deon.pl/otworz.php?skrot=%A3k%2021
383,2 Sm 24,,,,,,3922,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%2024
384,,Ez 15,Mdr 11,Ps 85,,,4635,https://biblia.deon.pl/otworz.php?skrot=Ez%2015 https://biblia.deon.pl/otworz.php?skrot=Mdr%2011 https://biblia.deon.pl/otworz.php?skrot=Ps%2085
385,1 Krl 1,,,,,,7376,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%201
386,1 Krl 2,,,,,1 Tm 5,10069,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%202 https://biblia.deon.pl/otworz.php?skrot=1%20Tm%205
387,,Ez 16,,,,,9002,https://biblia.deon.pl/otworz.php?skrot=Ez%2016
388,,,,Ps 86,Łk 22,,8584,https://biblia.deon.pl/otworz.php?skrot=Ps%2086 https://biblia.deon.pl/otworz.php?skrot=%A3k%2022
389,1 Krl 3,,Mdr 12,,,,7336,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%203 https://biblia.deon.pl/otworz.php?skrot=Mdr%2012
390,1 Krl 4-5,,,,,,6286,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%204 https://biblia.deon.pl/otworz.php?skrot=1%20Krl%205
391,1 Krl 6,,,,,,4747,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%206
392,,,,Ps 87,,1 Tm 6,3294,https://biblia.deon.pl/otworz.php?skrot=Ps%2087 https://biblia.deon.pl/otworz.php?skrot=1%20Tm%206
393,,Ez 17,,,,,3584,https://biblia.deon.pl/otworz.php?skrot=Ez%2017
394,1 Krl 7,,,,,,6989,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%207
395,,Ez 18,Mdr 13,,,2 Tm 1,9272,https://biblia.deon.pl/otworz.php?skrot=Ez%2018 https://biblia.deon.pl/otworz.php?skrot=Mdr%2013 https://biblia.deon.pl/otworz.php?skrot=2%20Tm%201
396,,,,Ps 88,Łk 23,,7230,https://biblia.deon.pl/otworz.php?skrot=Ps%2088 https://biblia.deon.pl/otworz.php?skrot=%A3k%2023
397,1 Krl 8,,,,,,10988,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%208
398,,Ez 19,,,,,1648,https://biblia.deon.pl/otworz.php?skrot=Ez%2019
399,1 Krl 9,,,,,,4302,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%209
400,,,Mdr 14,,,2 Tm 2,6551,https://biblia.deon.pl/otworz.php?skrot=Mdr%2014 https://biblia.deon.pl/otworz.php?skrot=2%20Tm%202
401,1 Krl 10-11,,,,,,10506,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2010 https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2011
402,,Ez 20,,,,,7053,https://biblia.deon.pl/otworz.php?skrot=Ez%2020
403,,,,Ps 89,Łk 24,,9072,https://biblia.deon.pl/otworz.php?skrot=Ps%2089 https://biblia.deon.pl/otworz.php?skrot=%A3k%2024
404,1 Krl 12,,,,,,5288,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2012
405,1 Krl 13,,,,,,5212,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2013
406,,Ez 21,,,,2 Tm 3,6613,https://biblia.deon.pl/otworz.php?skrot=Ez%2021 https://biblia.deon.pl/otworz.php?skrot=2%20Tm%203
407,,,Mdr 15,Ps 90,,2 Tm 4,6354,https://biblia.deon.pl/otworz.php?skrot=Mdr%2015 https://biblia.deon.pl/otworz.php?skrot=Ps%2090 https://biblia.deon.pl/otworz.php?skrot=2%20Tm%204
408,1 Krl 14,Ez 22,,,,,8605,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2014 https://biblia.deon.pl/otworz.php?skrot=Ez%2022
409,1 Krl 15,,,Ps 91,,,5851,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2015 https://biblia.deon.pl/otworz.php?skrot=Ps%2091
410,,,,,J 1,,5223,https://biblia.deon.pl/otworz.php?skrot=J%201
411,,,Mdr 16,,,Tt 1,5401,https://biblia.deon.pl/otworz.php?skrot=Mdr%2016 https://biblia.deon.pl/otworz.php?skrot=Tt%201
412,1 Krl 16,,,,,,4907,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2016
413,1 Krl 17,,,Ps 92,,,4237,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2017 https://biblia.deon.pl/otworz.php?skrot=Ps%2092
414,1 Krl 18,,,,,,6725,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2018
415,1 Krl 19,,,,J 2,Tt 2,7683,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2019 https://biblia.deon.pl/otworz.php?skrot=J%202 https://biblia.deon.pl/otworz.php?skrot=Tt%202
416,,Ez 23,,,,,6518,https://biblia.deon.pl/otworz.php?skrot=Ez%2023
417,,,Mdr 17,,,Tt 3,4328,https://biblia.deon.pl/otworz.php?skrot=Mdr%2017 https://biblia.deon.pl/otworz.php?skrot=Tt%203
418,1 Krl 20,,,,,,7190,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2020
419,,Ez 24,,,J 3,,7512,https://biblia.deon.pl/otworz.php?skrot=Ez%2024 https://biblia.deon.pl/otworz.php?skrot=J%203
420,1 Krl 21,Ez 25,,Ps 93,,,7037,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2021 https://biblia.deon.pl/otworz.php?skrot=Ez%2025 https://biblia.deon.pl/otworz.php?skrot=Ps%2093
421,1 Krl 22,,,,,,7307,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2022
422,,,Mdr 18,Ps 94,,Flm 1,7255,https://biblia.deon.pl/otworz.php?skrot=Mdr%2018 https://biblia.deon.pl/otworz.php?skrot=Ps%2094 https://biblia.deon.pl/otworz.php?skrot=Flm%201
423,2 Krl 1,Ez 26,,,,,6181,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%201 https://biblia.deon.pl/otworz.php?skrot=Ez%2026
424,2 Krl 2-3,,,,,,8049,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%202 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%203
425,,,,,J 4,,5674,https://biblia.deon.pl/otworz.php?skrot=J%204
426,,Ez 27,,,,,4331,https://biblia.deon.pl/otworz.php?skrot=Ez%2027
427,,,Mdr 19,Ps 95,,Hbr 1,5262,https://biblia.deon.pl/otworz.php?skrot=Mdr%2019 https://biblia.deon.pl/otworz.php?skrot=Ps%2095 https://biblia.deon.pl/otworz.php?skrot=Hbr%201
428,2 Krl 4,,,,,,6145,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%204
429,2 Krl 5,,,,,,4786,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%205
430,,Ez 28,,,,Hbr 2,6157,https://biblia.deon.pl/otworz.php?skrot=Ez%2028 https://biblia.deon.pl/otworz.php?skrot=Hbr%202
431,2 Krl 6-7,,,,,,8644,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%206 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%207
432,,,Syr 1,,J 5,,7375,https://biblia.deon.pl/otworz.php?skrot=Syr%201 https://biblia.deon.pl/otworz.php?skrot=J%205
433,,Ez 29,,,,Hbr 3,5277,https://biblia.deon.pl/otworz.php?skrot=Ez%2029 https://biblia.deon.pl/otworz.php?skrot=Hbr%203
434,2 Krl 8,,,Ps 96,,,5745,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%208 https://biblia.deon.pl/otworz.php?skrot=Ps%2096
435,,Ez 30,Syr 2,,,Hbr 4,6823,https://biblia.deon.pl/otworz.php?skrot=Ez%2030 https://biblia.deon.pl/otworz.php?skrot=Syr%202 https://biblia.deon.pl/otworz.php?skrot=Hbr%204
436,2 Krl 9,,,,,,5749,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%209
437,2 Krl 10,,,,,,5872,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2010
438,,Ez 31,Syr 3,Ps 97,,,6532,https://biblia.deon.pl/otworz.php?skrot=Ez%2031 https://biblia.deon.pl/otworz.php?skrot=Syr%203 https://biblia.deon.pl/otworz.php?skrot=Ps%2097
439,2 Krl 11-12,,,,,Hbr 5,8132,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2011 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2012 https://biblia.deon.pl/otworz.php?skrot=Hbr%205
440,,,,,J 6,,7233,https://biblia.deon.pl/otworz.php?skrot=J%206
441,,Ez 32,,,,,4672,https://biblia.deon.pl/otworz.php?skrot=Ez%2032
442,2 Krl 13,,,Ps 98,,,4530,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2013 https://biblia.deon.pl/otworz.php?skrot=Ps%2098
443,2 Krl 14,,Syr 4,,,,6947,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2014 https://biblia.deon.pl/otworz.php?skrot=Syr%204
444,2 Krl 15,,,,,,5474,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2015
445,,Ez 33,,,,Hbr 6,7463,https://biblia.deon.pl/otworz.php?skrot=Ez%2033 https://biblia.deon.pl/otworz.php?skrot=Hbr%206
446,2 Krl 16,,Syr 5,Ps 99,,,5650,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2016 https://biblia.deon.pl/otworz.php?skrot=Syr%205 https://biblia.deon.pl/otworz.php?skrot=Ps%2099
447,2 Krl 17,,,,,,6221,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2017
448,2 Krl 18,,,,,,5890,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2018
449,,,,,J 7,,5314,https://biblia.deon.pl/otworz.php?skrot=J%207
450,,Ez 34,,,,Hbr 7,7606,https://biblia.deon.pl/otworz.php?skrot=Ez%2034 https://biblia.deon.pl/otworz.php?skrot=Hbr%207
451,2 Krl 19,,,Ps 100,,,5796,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2019 https://biblia.deon.pl/otworz.php?skrot=Ps%20100
452,2 Krl 20,,Syr 6,,,,6343,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2020 https://biblia.deon.pl/otworz.php?skrot=Syr%206
453,2 Krl 21,Ez 35,,,,Hbr 8,7128,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2021 https://biblia.deon.pl/otworz.php?skrot=Ez%2035 https://biblia.deon.pl/otworz.php?skrot=Hbr%208
454,2 Krl 22,Ez 36,,,,,8760,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2022 https://biblia.deon.pl/otworz.php?skrot=Ez%2036
455,2 Krl 23,,,,,,6874,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2023
456,,,,,J 8,,6583,https://biblia.deon.pl/otworz.php?skrot=J%208
457,,,Syr 7,Ps 101,,,3963,https://biblia.deon.pl/otworz.php?skrot=Syr%207 https://biblia.deon.pl/otworz.php?skrot=Ps%20101
458,2 Krl 24,,,,,Hbr 9,6603,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2024 https://biblia.deon.pl/otworz.php?skrot=Hbr%209
459,,Ez 37,,,,,3872,https://biblia.deon.pl/otworz.php?skrot=Ez%2037
460,2 Krl 25,,,,,,4885,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2025
461,1 Krn 1,,,Ps 102,,,5658,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%201 https://biblia.deon.pl/otworz.php?skrot=Ps%20102
462,1 Krn 2,Ez 38,,,,,7575,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%202 https://biblia.deon.pl/otworz.php?skrot=Ez%2038
463,1 Krn 3,,Syr 8,,J 9,,8341,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%203 https://biblia.deon.pl/otworz.php?skrot=Syr%208 https://biblia.deon.pl/otworz.php?skrot=J%209
464,1 Krn 4-5,,,,,,8289,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%204 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%205
465,,,,Ps 103,,Hbr 10,5864,https://biblia.deon.pl/otworz.php?skrot=Ps%20103 https://biblia.deon.pl/otworz.php?skrot=Hbr%2010
466,,Ez 39,Syr 9,,,,6120,https://biblia.deon.pl/otworz.php?skrot=Ez%2039 https://biblia.deon.pl/otworz.php?skrot=Syr%209
467,1 Krn 6,,,,,,5365,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%206
468,1 Krn 7,,,,J 10,,8258,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%207 https://biblia.deon.pl/otworz.php?skrot=J%2010
469,1 Krn 8,,,Ps 104,,,5133,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%208 https://biblia.deon.pl/otworz.php?skrot=Ps%20104
470,,Ez 40,,,,,7675,https://biblia.deon.pl/otworz.php?skrot=Ez%2040
471,,,Syr 10,,,,2901,https://biblia.deon.pl/otworz.php?skrot=Syr%2010
472,1 Krn 9-10,,,,,,6398,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%209 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2010
473,,,,Ps 105,,Hbr 11,8042,https://biblia.deon.pl/otworz.php?skrot=Ps%20105 https://biblia.deon.pl/otworz.php?skrot=Hbr%2011
474,1 Krn 11,Ez 41,,,,,8250,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2011 https://biblia.deon.pl/otworz.php?skrot=Ez%2041
475,1 Krn 12-13,,,,,,6773,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2012 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2013
476,1 Krn 14,,,,J 11,,7428,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2014 https://biblia.deon.pl/otworz.php?skrot=J%2011
477,,Ez 42,Syr 11,,,,5979,https://biblia.deon.pl/otworz.php?skrot=Ez%2042 https://biblia.deon.pl/otworz.php?skrot=Syr%2011
478,1 Krn 15-16,,,,,,7353,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2015 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2016
479,1 Krn 17,,,Ps 106,,,7220,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2017 https://biblia.deon.pl/otworz.php?skrot=Ps%20106
480,1 Krn 18,Ez 43,Syr 12,,,,8333,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2018 https://biblia.deon.pl/otworz.php?skrot=Ez%2043 https://biblia.deon.pl/otworz.php?skrot=Syr%2012
481,1 Krn 19,,,,,Hbr 12,6843,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2019 https://biblia.deon.pl/otworz.php?skrot=Hbr%2012
482,1 Krn 20,,,,J 12,,6714,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2020 https://biblia.deon.pl/otworz.php?skrot=J%2012
483,1 Krn 21,,,Ps 107,,,7207,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2021 https://biblia.deon.pl/otworz.php?skrot=Ps%20107
484,,Ez 44,,,,,5039,https://biblia.deon.pl/otworz.php?skrot=Ez%2044
485,1 Krn 22-23,,,,,,6005,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2022 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2023
486,,,Syr 13,,,Hbr 13,5547,https://biblia.deon.pl/otworz.php?skrot=Syr%2013 https://biblia.deon.pl/otworz.php?skrot=Hbr%2013
487,1 Krn 24-25,,,,,,5502,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2024 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2025
488,,Ez 45,,Ps 108,,,5287,https://biblia.deon.pl/otworz.php?skrot=Ez%2045 https://biblia.deon.pl/otworz.php?skrot=Ps%20108
489,1 Krn 26,,,,J 13,,7880,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2026 https://biblia.deon.pl/otworz.php?skrot=J%2013
490,1 Krn 27,,Syr 14,,,,6236,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2027 https://biblia.deon.pl/otworz.php?skrot=Syr%2014
491,1 Krn 28-29,,,,,,8269,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2028 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2029
492,,Ez 46,,,,Jk 1,7197,https://biblia.deon.pl/otworz.php?skrot=Ez%2046 https://biblia.deon.pl/otworz.php?skrot=Jk%201
493,2 Krn 1,,Syr 15,Ps 109,,,6756,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%201 https://biblia.deon.pl/otworz.php?skrot=Syr%2015 https://biblia.deon.pl/otworz.php?skrot=Ps%20109
494,2 Krn 2,,,,J 14,,6504,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%202 https://biblia.deon.pl/otworz.php?skrot=J%2014
495,,Ez 47,,Ps 110,,,4348,https://biblia.deon.pl/otworz.php?skrot=Ez%2047 https://biblia.deon.pl/otworz.php?skrot=Ps%20110
496,2 Krn 3-4,,,,,,5158,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%203 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%204
497,2 Krn 5,,,,,Jk 2,5369,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%205 https://biblia.deon.pl/otworz.php?skrot=Jk%202
498,,,Syr 16,,J 15,,5885,https://biblia.deon.pl/otworz.php?skrot=Syr%2016 https://biblia.deon.pl/otworz.php?skrot=J%2015
499,,Ez 48,,Ps 111,,,6145,https://biblia.deon.pl/otworz.php?skrot=Ez%2048 https://biblia.deon.pl/otworz.php?skrot=Ps%20111
500,2 Krn 6,,,,,,6931,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%206
501,2 Krn 7,Dn 1,,,,Jk 3,8589,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%207 https://biblia.deon.pl/otworz.php?skrot=Dn%201 https://biblia.deon.pl/otworz.php?skrot=Jk%203
502,2 Krn 8-9,,,,,,7349,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%208 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%209
503,2 Krn 10,,,,J 16,,6520,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2010 https://biblia.deon.pl/otworz.php?skrot=J%2016
504,,,Syr 17,Ps 112,,Jk 4,5224,https://biblia.deon.pl/otworz.php?skrot=Syr%2017 https://biblia.deon.pl/otworz.php?skrot=Ps%20112 https://biblia.deon.pl/otworz.php?skrot=Jk%204
505,2 Krn 11-12,,,,,,4938,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2011 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2012
506,,Dn 2,,,,,7231,https://biblia.deon.pl/otworz.php?skrot=Dn%202
507,2 Krn 13,,,,J 17,,6310,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2013 https://biblia.deon.pl/otworz.php?skrot=J%2017
508,2 Krn 14,,Syr 18,,,,4994,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2014 https://biblia.deon.pl/otworz.php?skrot=Syr%2018
509,2 Krn 15,,,,,Jk 5,4710,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2015 https://biblia.deon.pl/otworz.php?skrot=Jk%205
510,2 Krn 16-17,,,Ps 113,,,5022,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2016 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2017 https://biblia.deon.pl/otworz.php?skrot=Ps%20113
511,2 Krn 18,,,,,,5100,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2018
512,2 Krn 19,,,,J 18,,6568,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2019 https://biblia.deon.pl/otworz.php?skrot=J%2018
513,2 Krn 20,,Syr 19,,,,7757,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2020 https://biblia.deon.pl/otworz.php?skrot=Syr%2019
514,2 Krn 21,,,Ps 114,,1 P 1,6877,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2021 https://biblia.deon.pl/otworz.php?skrot=Ps%20114 https://biblia.deon.pl/otworz.php?skrot=1%20P%201
515,,Dn 3,,,,,12251,https://biblia.deon.pl/otworz.php?skrot=Dn%203
516,2 Krn 22-23,,,,,,5573,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2022 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2023
517,2 Krn 24,,Syr 20,,,,7103,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2024 https://biblia.deon.pl/otworz.php?skrot=Syr%2020
518,,,,,J 19,,5026,https://biblia.deon.pl/otworz.php?skrot=J%2019
519,2 Krn 25,,,,,,4446,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2025
520,,,,Ps 115,,1 P 2,4345,https://biblia.deon.pl/otworz.php?skrot=Ps%20115 https://biblia.deon.pl/otworz.php?skrot=1%20P%202
521,2 Krn 26,,Syr 21,,,,6122,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2026 https://biblia.deon.pl/otworz.php?skrot=Syr%2021
522,2 Krn 27,Dn 4,,,,,6995,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2027 https://biblia.deon.pl/otworz.php?skrot=Dn%204
523,2 Krn 28,,,,J 20,,7983,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2028 https://biblia.deon.pl/otworz.php?skrot=J%2020
524,2 Krn 29,,,,,,5524,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2029
525,,,,Ps 116,,1 P 3,4242,https://biblia.deon.pl/otworz.php?skrot=Ps%20116 https://biblia.deon.pl/otworz.php?skrot=1%20P%203
526,2 Krn 30-31,,,,,,8134,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2030 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2031
527,,Dn 5,,Ps 117,,,4831,https://biblia.deon.pl/otworz.php?skrot=Dn%205 https://biblia.deon.pl/otworz.php?skrot=Ps%20117
528,,,Syr 22,,J 21,,6402,https://biblia.deon.pl/otworz.php?skrot=Syr%2022 https://biblia.deon.pl/otworz.php?skrot=J%2021
529,2 Krn 32,,,,,,5458,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2032
